language,include,category,item,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source zotero,source human,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,modifier type revised,modifier similarity,sensory,headword type,headword similarity,mechanism
English,yes,star anise,star anise,Illicium verum,Asia,,,,,Chinese fennel,,,,alternative,,,,,,,,,,,"https://www.pages.fr/badian.html#:~:text=This%20term%20pronounced%20in%20Mandarin,referred%20to%20by%20many%20nicknames.",,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Chinese,fennel,,Chinese,fennel,,geographic origin,geographic origin,,,prototype similarity,,
English,yes,star anise,star anise,Illicium verum,Asia,,,,,Chinese star anise,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,x,,,analyzable,compound,3.0,no,,modified,yes,,Chinese,star anise,,Chinese,star anise,,geographic origin,geographic origin,,,prototype similarity,,
English,yes,star anise,star anise,Illicium verum,Asia,,,,,Siberian anise,,,,alternative,,,,,,,,,,,"https://www.pages.fr/badian.html#:~:text=This%20term%20pronounced%20in%20Mandarin,referred%20to%20by%20many%20nicknames.",,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Siberian,anise,,Siberian,anise,,geographic origin,geographic origin,,,prototype similarity,chemical,
English,yes,star anise,star anise,Illicium verum,Asia,spice,,,,badian,,,,historic,,,,,now chiefly historical,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/14568#eid29626934,,1693,17,,,,,,,,,,,,,,"< French badiane, †badian (1681), apparently < Persian bādyān fennel, anise, of uncertain origin.","tr. P. Avril Trav. Europe & Asia iii. 175   The Ginseng-Roots, the Pearls and Badian [Fr. du Badian] which the River Yamour affords.",,unanalyzable,simple,1.0,yes,phonetic,basic,,,,badian,,,badian,,,,,,,,
Chinese,yes,star anise,star anise,Illicium verum,Asia,,,八角茴香,八角茴香,bājiǎohuíxiāng,,,,default,done,eight-horned-hui-spice,octagonal anise,,eight horned muslim spice in Hu (2005),,,,hu_food_2005,"Kleeman, 2010",,yes,,kleeman_oxford_2010,,,1578,16,Ming,CTP,,BCGM,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,bājiǎo,huíxiāng,,eight horned,fennel,,shape,shape,,visual,prototype similarity,,
Chinese,yes,star anise,star anise,Illicium verum,Asia,,,八角,八角,bājiǎo,,,,alternative,,eight-horns/octagon,,,,,,,hu_food_2005,"Defrancis, 2003",,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E5%85%AB%E8%A7%92,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,,bājiǎo,,,eight horned,,,,,,shape,,
Chinese,yes,star anise,star anise,Illicium verum,Asia,,,舶茴香,舶茴香,bóhuíxiāng,,,,alternative,,ship-hui-spice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,bó,huíxiāng,,ship,fennel,,source,source,,,prototype similarity,,
Chinese,yes,star anise,star anise,Illicium verum,Asia,,,大茴香,大茴香,dà​huíxiāng,,,,alternative,,big-hui-spice,big anise,,,,,,hu_food_2005,MDBG,,yes,,MDBG,,,,,,,,,,,,,,,634,0.04,,,,,analyzable,compound,,no,,modified,yes,,dà​,huíxiāng,,big,fennel,,size,size,,visual,prototype similarity,,
Chinese,yes,star anise,star anise,Illicium verum,Asia,,,大料,大料,dàliào,,,,alternative,,big-ingredient,,,dialectal,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,dà,liào,,big,ingredient,,size,size,,visual,function,,
Arabic,yes,star anise,star anise,Illicium verum,Asia,,,اليانسون النجمي,يانسون نجمي,yānsūn najmī,,,,default,done,star anise,star anise,,,,,,,,,,,,,,1400?,15,Modern,estimate,,,,,اليانسون النجمي,,0.0,0,35,>0.01,,,,,analyzable,compound,,no,,modified,,,najmī,yānsūn,,star,anise,,shape,shape,,visual,prototype similarity,,
Arabic,yes,star anise,star anise,Illicium verum,Asia,,,,نجمة اليانسون الصينية,najmat al-yānsūn al-ṣīniyya,,,,alternative,,Chinese star anise,,,,,,,,,,,,,,,,,Modern,,,,,,نجمة اليانسون الصينية,,0.0,0,9,>0.01,,,,,analyzable,compound,,no,,modified,,,al-ṣīniyya,najmat al-yānsūn,,Chinese,star anise,,geographic origin,geographic origin,,,prototype similarity,,
Arabic,yes,star anise,star anise,Illicium verum,Asia,plant,,,ليسوم حقيقي,laysūm ḥaqīqī,,,,alternative,,true illicium,,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,yes,learned loan,modified,,,ḥaqīqī,laysūm,,true,illicium,,positive authenticity,positive authenticity,,,prototype,,
English,yes,turmeric,turmeric,Curcuma longa,Asia,spice; plant,yes,,,turmeric,,,,default,done,,,,,,no,,van_wyk_culinary_2014,OED,,yes,turmeric,OED,https://www.oed.com/view/Entry/207661,,1545,16,,OED,,,,,,,,,,,,"Etymology: Origin obscure. The English forms vary greatly, but tarmaret, tormarith resemble a recorded French terre mérite and medieval or modern Latin terra merita ‘deserving or deserved earth’, a name which the powder is said by Littré to have borne in commerce. The reason and origin of this Latin and French appellation are obscure; but in English the final t appears (by scribal error, or phonetic differentiation, or influence of such words as arsenic) to have become c or k, with the second r sometimes changed to l or n. Some have suggested a corruption of the Persian-Arabic name kurkum ‘saffron’, whence Latin curcuma, French curcuma, and Spanish curcuma; but the change seems too unlikely. The application of the name in English to Tormentil arose apparently from some real or fancied similarity of properties or uses. (Littré has s.v. Curcuma ‘safran des Indes et curcuma, dite terre-mérite, quand elle est réduite en poudre’. Hatzfeld & Darmesteter have also, s.v. Curcuma, Du Pinet, 16th cent. in Delbœuf Recueil ‘La curcuma ou terra merita des apothicaires’.)",Rates Custome House sig. cvjv   Tarmaret the C. pounde xl.s.,,unanalyzable,simple,1.0,yes,phonetic,basic,,,,turmeric,,,turmeric,,,,,,,,
English,yes,turmeric,turmeric,Curcuma longa,Asia,root; spice,,,,Indian saffron,,,,alternative,,,,,,,yes,2,nair_turmeric_2019,OED,,yes,,OED,https://www.oed.com/view/Entry/169701?redirectedFrom=Indian+saffron#eid24648218,,1728,18,,,,,,,,,,,,,,,"E. Chambers Cycl. at Turmeric   The Indians use it to dye their Rice, and other Foods, of a yellow Colour; whence some call it Indian Saffron.",,analyzable,compound,2.0,no,,modified,yes,,Indian,saffron,,Indian,saffron,,geographic origin,geographic origin,,,prototype similarity,,
English,yes,turmeric,turmeric,Curcuma longa,Asia,,,,,curcuma,,,,alternative,,,,,,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/45985?redirectedFrom=curcuma#eid,,1617,17,,,,,,,,,,,,,,"medieval or modern Latin < Arabic kurkum saffron, turmeric: see crocus n.","J. Mosan tr. C. Wirsung Gen. Pract. Physick 2nd Table   Turmericke, Cyperus Indicus, the Apothecaries call it Curcuma.",,unanalyzable,simple,1.0,yes,learned loan,basic,,,,curcuma,,,curcuma,,,,,,,,
Chinese,yes,turmeric,turmeric,Curcuma longa,Asia,,,姜黄,薑黃,jiānghuáng,,,,default,done,ginger-yellow,,,,,,,,"Kleeman, 2010",,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%96%91%E9%BB%83,1408,15,Song,SS,,Song Huiyao Jigao,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,jiāng,huáng,,ginger,yellow,,prototype similarity,prototype similarity,,,color,,
Chinese,yes,turmeric,turmeric,Curcuma longa,Asia,,,黄姜,黃薑,huángjiāng,,,,alternative,,yellow-ginger,,,,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%96%91%E9%BB%83,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,huáng,jiāng,,yellow,ginger,,color,color,,visual,prototype similarity,,
Chinese,yes,turmeric,turmeric,Curcuma longa,Asia,spice,,郁金,鬱金,yùjīn,,,,historic,,yü-gold,,also turmeric,,,,,schafer_golden_1985,"Schafer, 1985",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,yù,jīn,,luxuriant,gold,,positive epithet,positive epithet,,,prototype similarity (metaphor),,
Arabic,yes,turmeric,turmeric,Curcuma longa,Asia,,,,كركم,kurkum,,kurkam,,default,done,,,,,,,,amar_arabian_2017,"Wehr, 1976",,yes,,wehr_dictionary_1976,,,a791,8,,KSUCCA,,al-Farahidi,al-Farahidi Kitab al-Ayn,,"[word=""كركم""] | [word=""الكركم""]",,104.0,1.74,3806,0.46,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,kurkum,,,kurkum,,,,,,,,
Arabic,yes,turmeric,turmeric,Curcuma longa,Asia,,,,أصابع صفر,aṣābiʿ ṣufr,,,,alternative,,yellow fingers,,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ṣufr,aṣābiʿ,,yellow,fingers,,color,color,,visual,plant part (metaphor),,
Arabic,yes,turmeric,turmeric,Curcuma longa,Asia,,,,عقدة صفراء,ʿuqda ṣafrā',,,,alternative,,yellow knob,,,,,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ṣafrā',ʿuqda,,yellow,knob,,color,color,,visual,plant part,,
Arabic,yes,turmeric,turmeric,Curcuma longa,Asia,,,,عروق صفر,ʿurūq ṣufr,,,,alternative,,yellow roots,,,,,,,amar_arabian_2017,"Amar, 2017",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ṣufr,ʿurūq,,yellow,roots,,color,color,,visual,plant part,,
Arabic,yes,turmeric,turmeric,Curcuma longa,Asia,,,,زعفران هندي,zaʿfarān hindī,,,,alternative,,Indian saffron,,,,,,,amar_arabian_2017,"Amar, 2017",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,hindī,zaʿfarān,,Indian,saffron,,geographic origin,geographic origin,,,prototype similarity,,
Arabic,yes,turmeric,turmeric,Curcuma longa,Asia,,,,شجرة الخطاطيف,shajarat al-khaṭāṭīf,,,,alternative,,tree of hooks,,,,,,,amar_arabian_2017,"Amar, 2017",,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,phrasal,,no,,modified,,,al-khaṭāṭīf,shajarat,,of the hooks,tree,,ecology,ecology,,,plant part,,
Arabic,yes,turmeric,turmeric,Curcuma longa,Asia,,,الهرد,هرد,hurd,,,,alternative,https://en.wiktionary.org/wiki/%D9%87%D8%B1%D8%AF,,certain roots with which one dyes; like the roots of kurkum and wars,,,,,,amar_arabian_2017,"Lane, 1863",,yes,2952,lane_arabic-english_1863,"http://ejtaal.net/aa/#hw4=1215,ll=2989",,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,hurd,,,hurd,,,,,,,,
English,yes,vanilla,vanilla,Vanilla spp.,America,spice; plant,yes,,,vanilla,,,,default,,,,,,,no,,van_wyk_culinary_2014,OED,,yes,vanilla,OED,https://www.oed.com/view/Entry/221377,,1662,17,,OED,,,,,,,,,,,,"In earlier use < older Spanish vaynilla , now vainilla , diminutive of vaina ( < Latin vāgīna vagina n.) sheath. Subsequently < modern botanical Latin Vanilla , from the same source. Compare Italian vainiglia , Portuguese bainilha , baunilha , French vanille vanille n.","H. Stubbe Indian Nectar ii. 11   They added..the Vaynillas [to the chocolate] for the like ends, and to strengthen the brain.",,unanalyzable,simple,1.0,yes,phonetic,basic,,,,vanilla,,,vanilla,,,,,,,,
English,yes,vanilla,vanilla,Vanilla planifolia,America,cultivar,,,,Bourbon vanilla,,,,alternative,,,,,flat-leaved vanilla,,,,Wikipedia,Wikipedia,,,,,https://www.oed.com/view/Entry/22092?redirectedFrom=Bourbon&,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Bourbon,vanilla,,Bourbon,vanilla,,source,source,,,prototype,,
English,yes,vanilla,vanilla,Vanilla tahitensis,America,cultivar,,,,Tahitian vanilla,,,,alternative,,,,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Tahitian,vanilla,,Tahitian,vanilla,,geographic origin,geographic origin,,,prototype,,
English,yes,vanilla,vanilla,Vanilla planifolia,America,product,,,,French vanilla,,,,other,,,,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,French,vanilla,,French,vanilla,,source,source,,,prototype,,
Chinese,yes,vanilla,vanilla,Vanilla planifolia,America,,,香草,香草,xiāngcǎo,,,,default,done,fragrant-grass/herb,,,,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E9%A6%99%E8%8D%89,1800?,19?,Modern,estimate,,,,,,,0.0,,,,,,,,analyzable,compound,,no,,modified,yes,,xiāng,cǎo,,fragrant,herb,,smell,smell,,olfactory,function,,
Arabic,yes,vanilla,vanilla,Vanilla planifolia,America,,,,فانيليا,fānīliyā,فانيلا,fānīllā,,default,,,,,,,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,1800?,19?,Modern,estimate,,,,,"[word=""فانيليا""] | [word=""الفانيليا""] | [word=""فانيلا""] | [word=""الفانيلا""]",,0.0,,4383,0.53,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,fānīliyā,,,vanilla,,,,,,,,
Arabic,yes,vanilla,vanilla,Vanilla planifolia,America,,,,ونيلية,wanīliyya,,,,alternative,,,,,,,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,wanīliyya,,,vanilla,,,,,,,,
English,yes,allspice,,Pimenta dioica,,,,,,English spice,,,,speculative,,,,,Jamaica was British colony,,,64,raghavan_handbook_2007,"Raghavan, 2007",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,,,,yes,,,,,,,,,,,,,,innovation
English,no,cardamom,aframomum,Aframomum daniellii ,Africa,,,,,bastard Melegueta,,,,alternative,,,,,,,,,van_wyk_culinary_2014,"Van Wyk, 2014",,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
English,no,cardamom,aframomum,Aframomum corrorima ,Africa,,,,,korarima,,,,alternative,,,,,,,,,van_wyk_culinary_2014,"Van Wyk, 2014",,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
English,no,cardamom,aframomum,Aframomum daniellii ,Africa,,,,,African cardamom,,,,related,,,,,,,no,,wikipedia,wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
English,no,cardamom,aframomum,Aframomum daniellii; A. alboviolaceum,Asia,,,,,Cameroon cardamom,,,,related,,,,,,,yes,,van_wyk_culinary_2014,"Van Wyk, 2014",,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
English,no,cardamom,aframomum,Aframomum corrorima ,Africa,,,,,Ethiopian cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
English,no,cardamom,aframomum,Aframomum macrospermum,Africa,,,,,Guinea cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
English,no,cardamom,aframomum,Aframomum angustifolium,Africa,,,,,Madagascar cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
English,no,allspice,allspice,Pimenta dioica,America,,,,,malaqueta,,,,alternative,,,,,malagueta,,yes,,ncbi_pimenta_2022,"Ncbi, 2022",https://www.ncbi.nlm.nih.gov/labs/data-hub/taxonomy/375272/,no,,,,,1670,17,,,,,,,,,,,,,,,,,unanalyzable,simple,1.0,yes,phonetic,basic,yes,no,,,,,,,,,,,,,
Chinese,no,anise,anise,Pimpinella anisum,Mediterranean,,,欧洲茴香,歐洲茴香,ōuzhōu huíxiāng,,,,alternative,,European-hui-spice,European fennel,,,,,,,,,,,,https://www.easyatm.com.tw/wiki/%E6%AD%90%E6%B4%B2%E8%8C%B4%E9%A6%99,,,,,,,,,,,,,,0,0,,,,,,,,no,,,,,,,,,,,,,,,,,
English,no,cardamom,cardamom,Elettaria cardamomum,Asia,,,,,queen of spices,,,,alternative,,,,,the king of spices is black pepper,,no,,ravindran_cardamom_2002,"Ravindran, 2002",,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,,no,,,,,,,,,,,,,,
English,no,cinnamon,cassia,Cinnamomum tamala,Asia,plant; spice,,,,Indian cassia lignea,,,,related,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3.0,no,,modified,yes,,Indian,cassia lignea,,Indian,cassia lignea,,geographic origin,geographic origin,,,prototype similarity,,
English,no,cinnamon,cassia,Cinnamomum tamala,Asia,spcie,,,,Malabathri bark,,,,related,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,,Malabathri,bark,,Malabathri,bark,plant part,plant part,,,prototype,,
Arabic,no,cinnamon,cassia,Cinnamomum spp.,Asia,,,,دار صوص,dār ṣūṣ,,,,alternative,,?,an inferior cinnamon,,,,,,ibn_al-baytar_kitab_1874,EI2,,,,EI2,https://www.iranicaonline.org/articles/darcini,,,10,,,,,,,,,,,,,,,,,unanalyzable,compound,,no,,modified,,,ṣūṣ,dār,,ṣūṣ,dār ,,,,,,,,
Chinese,no,coriander,coriander,Coriandrum sativum,Asia,,,须盐,須鹽,yánxū,,,,alternative,,,,,phonetic-loan?,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,no,,basic,no,,,yánxū,,,yánxū,,,,,,,,
Arabic,no,fennel,fennel,Foeniculum vulgare,Mediterranean,,,الشومر ,شومر ,ABIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,fom wisa,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
English,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,ossame,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
English,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,grains of paradise,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,Guinea grains,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,,melegueta pepper,,,,related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,非洲豆蔻,非洲豆蔻,fēizhōu dòukòu,,,,related,,African-cardamom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,椒蔻,椒蔻,jiāokòu,,,,related,,pepper-cardamom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,畿内亚胡椒,畿內亞胡椒,Jīnèiyǎ hújiāo,,,,related,,Guinea-pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,乐园籽,樂園籽,lèyuán zǐ,,,,related,,paradise-seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,梅莱盖塔胡椒,梅萊蓋塔胡椒,méiláigàitǎ hújiāo,,,,related,,melegueta-barbarian-pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,天堂椒,天堂椒,tiāntáng jiāo,,,,related,,paradise pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,هال ذكر,hāl dhikr,,,,related,,dhikr cardamom,,reminding of the Islamic rosary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,خَيْربُوا,khayrbū,,,,related,,fine-smell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,قاقلة كبيرة,qāqulla kabīra,,,,related,,big cardamom,amomum? melegueta?,,,,,66-68,amar_arabian_2017,"Amar, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,no,grains of paradise,grains of paradise,Aframomum melegueta,Africa,,,,قاقُلَّلة ذكرية,qāqullala dhikriyya,,,,related,,dhikri amomum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,cardamom,greater galangal,Alpinia galanga,Asia,,,,,greater galangal,,,,default,,,,,,,,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
Chinese,no,cardamom,greater galangal,Alpinia galanga,Asia,,,红豆蔻,紅豆蔻,hóngdòukòu,,,,default,,red cardamom,,,,,,,CHMD,CHMD,,,,,,,,,,,,,,,,,,,206,0.01,https://herbaltcm.sn.polyu.edu.hk/herbal/galangal-fruit,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,no,cardamom,greater galangal,Alpinia galanga,Asia,,,,خولنجان,"khūlanjān, khawlanjān",,,,default,,,,,,,,,amar_arabian_2017,"Amar, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,no,parsley,parsley,Petroselinum crispum,,,,,番芫荽,fānyánsuī,,,,alternative,,foreign-ciroander,parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
English,no,pepper,pepper,Piper nigrum,Asia,,,,,king of spices,,,,alternative,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,maybe,calque,,,,,,,,,,,,,,,,
English,no,pepper,pepper,Piper nigrum,Asia,spice,,,,Madagascar pepper,,,,variety,,,,,can be P. borbonense,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Madagascar,pepper,,Madagascar,pepper,,geographic origin,geographic origin,,,prototype,,
English,no,pepper,pepper,Piper nigrum,Asia,spice,,,,Malabar pepper,,,,variety,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Malabar,pepper,,Malabar,pepper,,geographic origin,geographic origin,,,prototype,,
English,no,pepper,pepper,Piper nigrum,Asia,spice,,,,Tellicherry black pepper,,,,variety,,,,,variant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3.0,no,,modified,yes,,Tellicherry,black pepper,,Tellicherry black,black pepper,,geographic origin,geographic origin,,,prototype,,
Chinese,no,turmeric,turmeric,Curcuma longa,Asia,,,宝鼎香,寶鼎香,bǎodǐngxiāng,,,,alternative,,treasure-cauldron-spice?,,,,,,,,,,,,,,https://www.easyatm.com.tw/wiki/%E5%AF%B6%E9%BC%8E%E9%A6%99,,,Ming,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,bǎodǐng,xiāng,,treasure cauldron,spice,,positive epithet,positive epithet,,,function,,
English,no,vanilla,vanilla,Vanilla planifolia,America,cultivar,,,,Madagascar vanilla,,,,alternative,,,,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,no,,,,,,,,,,,,,,,,,
English,no,vanilla,vanilla,Vanilla pompona,America,cultivar,,,,Mexican vanilla,,,,alternative,,,,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,no,,,,,,,,,,,,,,,,,
English,no,vanilla,vanilla,Vanilla planifolia,America,cultivar,,,,West Indian vanilla,,,,alternative,,,,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,,,no,,,,,,,,,,,,,,,,,
English,no,frankincense,,,,incense,,,,frankincense,,,,default,,,,,olibanum,,,,,OED,,yes,,OED,https://www.oed.com/view/Entry/74231,,a1400,15,,,,,,,,,,,,,,,,,analyzable,,,,,,,,,,,,,,,,,,,,
English,no,musk,,,,,,,,musk,,,,default,,,,,,,,,,OED,,yes,,OED,,,,,,,,,,,,,,,,,,,,,unanalyzable,,,,,,,,,,,,,,,,,,,,
English,no,myrrh,,,,,,,,myrrh,,,,default,,,,,East African myrrh,,,,,OED,,yes,,OED,https://www.oed.com/view/Entry/124582?rskey=26duac&result=1#eid,,,,,,,,,,,,,,,,,,,,unanalyzable,,,,,,,,,,,,,,,,,,,,
English,no,false pepper,,Zanthoxylum tessmannii,,plant; spice,,,,African pepper,,,,default,,,,,,,,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,ambergris,,,,,,,,ambergris,,,,default,,,,,,,,,,OED,,yes,,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,anatto,,Bixa orellana,,,,,,an(n)atto,,,,default,,,,,,,,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,basil,,Ocimum basilicum,,,,,,basil,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,bay,,Laurus nobilis,,,,,,bay leaf,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,no,mustard,,Brassica nigra,,,,,,black mustard,,,,default,,,,,,,,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
