language,include,category,item,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source zotero,source human,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,modifier type revised,modifier similarity,sensory,headword type,headword similarity,mechanism
English,yes,chile,chile,Capsicum spp.,America,spice; plant,yes,,,chili,,chilli,,default,done,,,,,,yes,,van_wyk_culinary_2014,OED,,yes,chilli,OED,https://www.oed.com/view/Entry/31675,,1662,17,,OED,,,,,,,,,,,," In Spanish chile, chili, < chilli, the name of the plant in a Central American Indian language in the 16th cent. Simeon Dict. Langue Nahuatl, has ‘Chilli, piment dont on compte douze espèces principales; il sert à composer avec le maïs une boisson très-recherchée chilli atolli, chillatolli’. So ‘chilatl eau de chilli’, etc. As early as 1631, Bontius erroneously stated that the name was from Chile in South America ‘quasi dicas piper a Chile’.",,,unanalyzable,simple,1.0,yes,phonetic,basic,,,,chili,,,chili,,,,,,,,
English,yes,chile,chile,Capsicum frutescens,America,spice; fruit,,,,bird chili,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,bird,chili,,bird,chili,,ecology,ecology,,,prototype,,
English,yes,chile,chile,Capsicum annuum var. glabriusculum,America,fruit,,,,bird pepper,,,,alternative,,,,,ancestor of bot sweet and chilli peppers,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/19327?redirectedFrom=bird+pepper#eid20149850,,1696,17,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,bird,pepper,,bird,pepper,,ecology,ecology,,,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum annuum; C. frutescens,America,spice; fruit,,,,Cayenne pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,OED,,yes,,OED,https://www.oed.com/view/Entry/29324?redirectedFrom=Cayenne+pepper#eid9903144,,1756,18,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Cayenne,pepper,,Cayenne,pepper,,geographic origin,geographic origin,,,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum cerasiforme,America,fruit,,,,cherry-pepper,,,,alternative,,,,,,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/31341?redirectedFrom=cherry+pepper#eid9685669,,1832,19,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,cherry,pepper,,cherry,pepper,,shape,shape,,visual,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum spp.,America,spice; fruit; plant,,,,chili pepper,,,,alternative,,,chile,,marked erroneous in OED,,no,,van_wyk_culinary_2014,OED,,yes,,OED,https://www.oed.com/view/Entry/31675,,1662,17,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,chili,pepper,,chili,pepper,,type,type,,,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum annuum Grossum,America,spice; fruit; plant,,,,green pepper,,,,alternative,,,,,,,yes,,van_wyk_culinary_2014,OED,,yes,,OED,https://www.oed.com/view/Entry/277092,,1565,16,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,green,pepper,,green,pepper,,color,color,,visual,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum frutescens,America,spice; fruit,,,,hot pepper,,,,alternative,,,,,,,yes,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,hot,pepper,,hot,pepper,,taste,taste,,thermal,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum annuum Longum,America,spice; fruit; plant,,,,paprika pepper,,,,alternative,,,,,more fully,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/137206?rskey=wcaHLo&result=1#eid32248654,,1839,19,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,paprika,pepper,,paprika,pepper,,type,type,,,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum spp.,America,spice; fruit; plant,,,,red pepper,,,,alternative,,,"Originally: a hot, pungent spice prepared from chilli peppers, the red, elongated, ripe fruits of the Capsicum annum Longum group (also figurative); the fruit itself. Now more usually: the red, mild-flavoured, bell-shaped, ripe fruit of the sweet pepper (the Capsicum annuum Grossum group). Cf. pepper n. 3.",,,,no,,van_wyk_culinary_2014,OED,,yes,,OED,https://www.oed.com/view/Entry/271894,,1559,16,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,red,pepper,,red,pepper,,color,color,,visual,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum frutescens,America,spice; fruit,,,,Tabasco pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Tabasco,pepper,,Tabasco,pepper,,geographic origin,geographic origin,,,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum frutescens,America,spice; fruit,,,,piri piri,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,compound,2.0,yes,phonetic,basic,,,,piri piri,,,piri piri,,,,,,,,
English,yes,chile,chile,Capsicum annuum,America,spice; fruit; color,,,,paprika,,,,alternative,done,,,,designating a dish in 1830,,yes,,van_wyk_culinary_2014,OED,,yes,paprika,OED,https://www.oed.com/view/Entry/137206,,1830,19,,,,,,,,,,,,,,"Origin: A borrowing from Hungarian. Etymon: Hungarian paprika. Etymology: < Hungarian paprika (1775 or earlier in sense B. 2) < Serbian and Croatian paprika < papr- , inflectional stem of papar pepper ( < classical Latin piper : see pepper n.) + -(i)ka , diminutive suffix. Compare German Paprika (1831 or earlier in sense B. 1, now also in sense B. 2), French paprika (1922 in sense B. 1; 1832 in obsolete sense ‘pepper soup’: compare quot. 1830 at sense A. 1). Compare paprikahendl n., paprikahuhn n., paprikash n. The plant, originally from the Americas, is said to have been brought to Hungary by the Turks in the 16th cent., and was at first known in Hungarian as Török-bors Turkish pepper. The name paprika first appeared in a book on Hungarian medicinal herbs published in 1775.","J. Paget Hungary & Transylvania II. xv. 521   The wretches are cut into pieces, thrown into a pot, with water, butter, flour, cream, and an inordinate quantity of red pepper, or paprika.",,unanalyzable,simple,1.0,yes,phonetic,basic,,,,paprika,,,paprika,,,,,,,,
English,yes,chile,chile,Capsicum spp.,America,plant; fruit,,,,pepper,,,,alternative,,,,,also Piper spp.,,yes,,,OED,,yes,pepper,OED,https://www.oed.com/view/Entry/140433,,1597,16,,,,,,,,,,,,,,,,,unanalyzable,simple,1.0,yes,phonetic,basic,,,,pepper,,,pepper,,,,,,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum annuum; C. frutescens,America,spice; fruit; plant,,,,Guinea pepper,,,,archaic,,,,,early name for Cayenne pepper,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/82387?redirectedFrom=guinea+pepper#eid,,1597,16,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Guinea,pepper,,Guinea,pepper,,geographic origin,geographic origin,,,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum annuum; C. frutescens,America,spice; fruit; plant,,,,Indian pepper,,,,archaic,,,,,,,yes,,,OED,,yes,,OED,,,1578,16,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Indian,pepper,,Indian,pepper,,geographic origin,geographic origin,,,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum annuum Grossum,America,fruit,,,,bell-pepper,,,,related,,,,,,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/17403?redirectedFrom=bell+pepper#eid23876190,,1707,18,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,bell,pepper,,bell,pepper,,shape,shape,,visual,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum spp.,America,fruit,,,,pod pepper,,,,related,,,capsicum,,"rare, literal translation of the word capsicum",,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/146442?redirectedFrom=pod+pepper#eid29340710,,1829,19,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,pod,pepper,,pod,pepper,,shape,shape,,visual,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum annuum Longum,America,fruit; plant,,,,sweet pepper,,,,related,,,,,,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/140433?rskey=CqePxf&result=1#eid31148205,,1578,16,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,sweet,pepper,,sweet,pepper,,taste,taste,,gustatory,prototype similarity,functional;  chemical,
English,yes,chile,chile,Capsicum spp.,America,fruit; plant,,,,capsicum,,,,related,,,,,"irregular etymology, first as Capsicum Indicum (1664)",,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/27593,,1798,18,,,,,,,,,,,,,,,,,unanalyzable,simple,1.0,yes,learned loan,basic,,,,capsicum,,,capsicum,,,,,,,,
Chinese,yes,chile,chile,Capsicum annuum,America,spice; plant,,辣椒,辣椒,làjiāo,,,,default,done,pungent-pepper,"hot pepper, chili",,,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%BE%A3%E6%A4%92,1785,18,Qing,SS,,,,,,,,,185141,11.16,,,,,analyzable,compound,2.0,no,,modified,yes,,là,jiāo,,spicy,pepper,,taste,taste,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum annuum,America,spice,,番姜,番薑,fānjiāng,,,Min Nan (POJ): hoan-kiuⁿ,alternative,,foreign-ginger,"hot pepper, chili",Hokkien; Wenzhou Wu Wu; Taiwan; a survey of Taiwanese flora and fauna from 1746 is the earliest source from that island to include chiles. It presents the Dutch as the source for chiles on the island: “Foreign ginger (fanjiang) is a type of vine from Holland. . . . Foreigners (fanren) brought these pods [to Taiwan] to eat them.”,,,,,dott_chile_2020,"Dott, 2020",,,,,,https://en.wiktionary.org/wiki/%E7%95%AA%E8%96%91,1746,18,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,fān,jiāng,,foreign,ginger,,source,source,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum annuum,America,spice,,海椒,海椒,hǎijiāo,,,,alternative,,sea-pepper,,Hungarian tengeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,hǎi,jiāo,,sea,pepper,,source,source,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum spp.,America,spice,,红椒,紅椒,hóngjiāo,,,,alternative,,red-pepper,cayenne pepper,,,,,,,"Defrancis, 2003",,yes,368,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,hóng,jiāo,,red,pepper,,color,color,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum spp.,America,spice,,红辣椒,紅辣椒,hónglàjiāo,,,,alternative,,red-pungent-pepper,"hot red pepper, chili",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3.0,no,,modified,yes,,hóng,làjiāo,,red,chili,,color,color,,,prototype,,
Chinese,yes,chile,chile,Capsicum spp.,America,spice,,红甜椒粉,紅甜椒粉,hóngtiánjiāofěn,紅甜椒,hóngtiánjiāo,,alternative,,red-sweet-pepper-powder,paprika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,4.0,no,,modified,yes,,hóng tián,jiāo,fěn,red; sweet,pepper,powder,color; taste,color; taste,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum spp.,America,spice,,辣胡椒,辣胡椒,làhújiāo,,,,alternative,,pungent-barbarian-pepper,hot pepper,,,,,,,MDBG,,yes,,MDBG,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3.0,no,,modified,yes,,là,hújiāo,,spicy,barbarian pepper,,taste,taste,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum annuum,America,spice,,辣茄,辣茄,làqié,,,,alternative,,spicy-eggplant,chili,,,,,,dott_chile_2020,"Dott, 2020",,,,,,,,,,,,,,,,,,,23,<,,,,,analyzable,compound,2.0,no,,modified,yes,,là,qié,,spicy,eggplant,,taste,taste,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum annuum,America,spice,,秦椒,秦椒,qín​jiāo,,,,alternative,,Qin-pepper,chili,,,,,,dott_chile_2020,MDBG,,yes,,MDBG,,,1682,17,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,qín,​jiāo,,Qin,pepper,,source,source,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum spp.,America,spice,,青椒,青椒,qīng​jiāo,,,,alternative,,green-pepper,"green pepper, green cayenne pepper",,,,,,,"Defrancis, 2003",,yes,729,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,qīng,​jiāo,,green,pepper,,color,color,,visual,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum spp.,America,spice,,甜辣椒,甜辣椒,tiánlàjiāo,,,,alternative,,sweet-pungent-pepper,"green pepper, sweet pepper",,,,,,,"Defrancis, 2003",,yes,927,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3.0,no,,modified,yes,,tián,làjiāo,,sweet,chili,,taste,taste,,gustatory,prototype,,
Chinese,yes,chile,chile,Capsicum spp.,America,spice,,辣子,辣子,làzi,,,,alternative,,spiciness,"cayenne pepper, chili",from Uyghur? See Sulaiman (2020),impetious and overbearing person,,,,,"Defrancis, 2003",,yes,538,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,maybe,phono-semantic matching?,basic,yes,,,làzi,,,spicy,ZI,placeholder,placeholder,,,taste,,
Chinese,yes,chile,chile,Capsicum annuum,America,spice,,番椒,番椒,fānjiāo,,,,historic,,foreign-pepper,,Zhezhiang first,,,,,dott_chile_2020,"Dott, 2020",,,,,,,1591,16,,,,,,,,,,,188,0.01,,,,,analyzable,compound,2.0,no,,modified,yes,,fān,jiāo,,foreign,pepper,,source,source,,,prototype similarity,functional;  chemical,
Chinese,yes,chile,chile,Capsicum spp.,America,,,柿子椒,柿子椒,shìzijiāo,,,,related,,persimmon-ZI-pepper,"pimento pepper, bell pepper, sweet pepper",,,,,,,MDBG,,yes,,MDBG,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,shìzi,jiāo,,persimmon,pepper,,similarity in appearance,similarity in appearance,,,prototype similarity,functional;  chemical,
Arabic,yes,chile,chile,Capsicum spp.,America,spice; plant,,الفلفل الحار,فلفل حار ,fulful ḥārr,,,,default,done,hot pepper,"chili, cayenne pepper",,,,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,1540?,16?,Modern,estimate,,,,,"[word=""فلفل|الفلفل""] + [word=""الحار|حار""]",,0.0,0,2303,0.28,,,,,analyzable,compound,,no,,modified,,,ḥārr,fulful,,hot,pepper,,taste,taste,,thermal,prototype similarity,functional;  chemical,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,فلفل أحمر,fulful aḥmar,,,,alternative,,red pepper,"red pepper, capsicum",,,,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,aḥmar,fulful,,red,pepper,,color,color,,visual,prototype similarity,functional;  chemical,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,فلفل أخضر,fulful akhḍar,,,,alternative,,green pepper,green peppers,,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,akhḍar,fulful,,green,pepper,,color,color,,visual,prototype similarity,functional;  chemical,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,حار,ḥārr,,,,alternative,,heat,"capsicum, red pepper",,,,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,simple,,no,,basic,,,,ḥārr,,,heat,,,,,thermal,taste,,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,حريف,ḥirrīf,,,,alternative,,pungent; acrid (taste),"chili, hot pepper, cayenne pepper",,"related to sharpness; in plural: spicy food, delicacies",,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,simple,,no,,basic,,,,ḥirrīf,,,pungent,,,,,tactile,taste,,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,شطة، شطيطة,"shaṭṭa, shaṭīṭa",,,,alternative,,,"variety of pepper, small red peppers",root sh-y-ṭ `to burn'; or loan from Hause citta,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,http://ejtaal.net/aa/#hw4=563,https://en.wiktionary.org/wiki/%D8%B4%D8%B7%D8%A9,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,no,phonetic,basic,,,,shaṭṭa,,,shaṭṭa,,,,,,,,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,فلفل,"fulful, filfil",,filfil,,alternative,,,pepper (both chili and black),,also Piper nigrum,,yes,,,"Wehr, 1976",,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,no,,basic,,,,fulful,,,pepper,,,,,,,,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,بابريكا,bābrīkā,,,,alternative,,paprika,paprika,,,,,,Wikipedia,Wikipedia,,,,,,https://en.wiktionary.org/wiki/%D9%83%D8%B1%D9%83%D9%85,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,bābrīkā,,,bābrīkā,,,,,,,,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,فلفل حلو,fulful ḥulw,,,,related,,sweet pepper,sweet pepper; paprika; allspice,,,,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ḥulw,fulful,,sweet,pepper,,taste,taste,,gustatory,prototype similarity,functional;  chemical,
Arabic,yes,chile,chile,Capsicum spp.,America,,,,فليفلة,fulayfila,,,,related,,little pepper,green pepper; red pepper; capsicum; paprika; pimento,,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,,,,,,,,,,,,,,,,,,,,analyzable,derived,,no,,basic,,,,fulayfila,,,little pepper,,,,,,prototype similarity,functional;  chemical,
English,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,spice; plant,yes,,,cinnamon,,,,default,done,,,,,word,yes,,van_wyk_culinary_2014,OED,,yes,cinnamon,OED,https://www.oed.com/view/Entry/33132,,c1430,15,,OED,,,,,,,,,,,,"< French cinnamome, also in 16th cent. cinamonde, < Latin cinnamōmum, < Greek κιννάμωμον. There was also a later Greek κίνναμον, whence Latin cinnamon, cinnamum, to which the current English form is, at least in part, due. The Greek was of Semitic origin = Hebrew qinnāmōn, cinnamon.","J. Lydgate tr. Bochas Fall of Princes (1554) vii. ix. 174 a   Sinamome, frankensence withal.",,unanalyzable,simple,1.0,yes,phonetic,basic,,yes,,cinnamon,,,cinnamon,,,,,,,,
English,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,spice,,,,Ceylon cinnamon,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Ceylon,cinnamon,,Ceylon,cinnamon,,geographic origin,geographic origin,,,prototype,,
English,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,plant; spice,,,,true cinnamon,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,true,cinnamon,,true,cinnamon,,positive authenticity,positive authenticity,,,prototype,,
Chinese,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,spice; plant,,锡兰肉桂,錫蘭肉桂,xīlánròuguì,,,,default,,Ceylon-flesh-cinnamon,,translation of scientific name?,,,,,Wikipedia,Wikipedia,,,,,,,1920,,,Books,,,,https://books.google.com.hk/books?id=OUwbymgiW_4C&q=%22%E9%8C%AB%E8%98%AD%E8%82%89%E6%A1%82%22&dq=%22%E9%8C%AB%E8%98%AD%E8%82%89%E6%A1%82%22&hl=en&sa=X&ved=2ahUKEwjFrPyk1Lz5AhVomlYBHRLBDToQ6AF6BAgHEAI,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,xīlán,ròuguì,,Ceylon,cassia,,geographic origin,geographic origin,,,prototype similarity,physical; chemical; functional,
Arabic,yes,cinnamon,cinnamon,Cinnamomum spp.,Asia,spice; plant,,القرفة,قرفة,qirfa,,,,default,done,"bark, rind",cinnamon,,cf. κάρφεα kárfea in Hdt. 3.111 https://www.perseus.tufts.edu/hopper/morph?l=ka%2Frfea&la=greek&can=ka%2Frfea0&prior=ta\&d=Perseus:text:1999.01.0125:book=3:chapter=111:section=2&i=1#lexicon,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D9%82%D8%B1%D9%81%D8%A9,a820,9,,KSUCCA,,al-Shafi'i,al-Shāfi‘ī|Kitab al-Umm,,"[word=""قرفة""] | [word=""القرفة""]",,185.0,3.1,9528,1.14,,,,,analyzable,simple,,no,,basic,,,,qirfa,,,cinnamon,,,,,,plant part,,
Arabic,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,,,,الدارصيني على الحقيقة,al-dārṣīnī ʿalā l-ḥaqīqa,,,,alternative,,the real darsini,true cinnamon,,,,,,dietrich_dar_2004,"Dietrich, 2004",,,,,actually he is referencing ishaq b. sulayman from 10th,,,10,,,,ibn_al-baytar_kitab_1874,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ʿalā l-ḥaqīqa,al-dārṣīnī,,true,cinnamon,,positive authenticity,positive authenticity,,,prototype,,
Arabic,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,,,,القرفة على الحقيقة,al-qirfa ʿalā l-ḥaqīqa,,,,alternative,,the real bark,true cinnamon,,,,,,dietrich_dar_2004,"Dietrich, 2004",,,,,https://www.plantnames.unimelb.edu.au/Sorting/Cinnamomum.html,,,,,,,ibn_al-baytar_kitab_1874,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ʿalā l-ḥaqīqa,al-qirfa,,true,cinnamon,,positive authenticity,positive authenticity,,,prototype,,
Arabic,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,,,,القرفة الأصلية,al-qirfat al-aṣliyya,,,,alternative,,the original bark,true cinnamon,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,al-aṣliyya,al-qirfat,,real,cinnamon,,positive authenticity,positive authenticity,,,prototype,,
Arabic,yes,cinnamon,cinnamon,Cinnamomum verum,Asia,,,,القرفة السهيلانية,al-qirfat al-sihīlānīya,,,,alternative,,Sinhalese bark,Ceylon cinnamon,,,,,,alam_darcini_2011,"Alam, 2011",,,,,https://en.wiktionary.org/wiki/%D8%B4%D9%85%D8%B1,,,,,,,buzurg_ibn_shahriyar_book_1928,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,al-sihīlānīya,al-qirfat,,Ceylonese,cinnamon,,geographic origin,geographic origin,,,prototype,,
Arabic,yes,cinnamon,cinnamon,Cinnamomum spp.,Asia,,,,قرفة القرنفل,qirfat al-qurunful,,,,alternative,,the bark of clove,cinnamon (best quality),,,,,,dietrich_dar_2004,"Dietrich, 2004",,,,,,https://en.wiktionary.org/wiki/%D9%82%D8%B1%D9%86%D9%81%D9%84,,,,,,ibn_al-baytar_kitab_1874,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,al-qurunful,qirfat,,of the clove,cinnamon,,similarity in taste,similarity in taste,,gustatory,prototype,,
Arabic,yes,cinnamon,cinnamon,Cinnamomum spp.,Asia,spice; plant,,الدارصيني,دارصيني,dārṣīnī,,,,historic,done,Chinese wood,cinnamon,,"loaned from Persian, the second part Arabized",,,,dietrich_dar_2004,"Wehr, 1976",,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B1%D8%B5%D9%8A%D9%86%D9%8A,a869,9,,KSUCCA,,al-Jahiz,al-Jahiz|Kitāb al-Ḥayawān (كتاب الحيوان),,"[word=""دارصيني""] | [word=""الدارصيني""] | [word=""دار صيني""] | [word=""الدار صيني""]",,184.0,3.08,521,0.06,,,,,semi-analyzable,compound,,yes,phonetic,cranberry,,yes,,dārṣīnī,,,dārṣīnī,,,,,,,,
English,yes,clove,clove,Syzygium aromaticum,Asia,spice; plant,yes,,,clove,,cloves,,default,done,,,,usually in plural,,no,,van_wyk_culinary_2014,OED,,yes,clove,OED,https://www.oed.com/view/Entry/34731,,?c1225,13,,OED,,,,,,,,,,,,"Middle English clow(e , < French clou, in full clou de girofle , ‘girofle nail’ (see clove gillyflower n.), clou being a popular addition to the original name girofle, from the resemblance of a single bud of the girofle, with its stalk, to a nail, clou, Latin clāvus. In Spanish it is clavo, Portuguese cravo. The phonetic history of the word in English contains points of difficulty. Originally clowe , cloue was, like the French, undoubtedly /kluː/, which would in due course have become clow . It is surmised that in the 15–16th cent. spelling cloue , u was taken to mean v , as in moue , loue , etc. (compare approve v.2); but it is not known how such a change in the spoken word occurred as to give the modern pronunciation, which is perhaps already indicated by the 15th cent. spelling cloyfe (= clōve ), is suggested by the plural close in 1555, and is implied in quot. 1598 at sense 1a.",Ancrene Riwle (Cleo. C.vi) (1972) 272   Ne makede neauer strengðe of giniure ne of zeduale. ne of clou de gilofre.,,unanalyzable,simple,1.0,yes,phonetic,basic,,,,clove,,,clove,,,,,,,,
Chinese,yes,clove,clove,Syzygium aromaticum,Asia,spice,,丁香,丁香,dīngxiāng,,丁子香,,default,done,nail-spice,,,also lilac; fig. tip of a woman's tongue; see 雞舌香,,,,,"Kleeman, 2010",,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%BE%A3%E6%A4%92,1321,14,Ming,CTP,,Romance of the Three kingdoms,,,,,,,58423,3.52,,,,,analyzable,compound,2.0,no,,modified,yes,,dīng,xiāng,,nail,spice,,shape,shape,,visual,function,,
Chinese,yes,clove,clove,Syzygium aromaticum,Asia,,,鸡舌香,雞舌香,jīshéxiāng ,,,,historic,,chicken-tongue-spice,,,,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,,343,4,Jin,CTP,,Baopuzi; NFCM,,,,,,,76,<,,,,,analyzable,compound,3.0,no,,modified,yes,,jīshé,xiāng ,,chicken tongue,spice,,shape,shape,,visual,function,,
